Web link,URN,Linked Education URN,Provision type,Registration date,Registration status,Name,Address 1,Address 2,Town,County,Postcode,Ofsted region,Government Office Region,Local authority,Parliamentary constituency,Sector,Places,Short-break-only children's home,Organisation which owns the provider,Inspection event type,Inspection date,Inspection publication date,Inspection event number,Inspection overall experiences and progress of children and young people,Inspection outcomes in education and related learning activities,Inspection health services,Inspection how well children and young people are helped and protected,Inspection the effectiveness of leaders and managers,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC459168,,Children's home,20/02/2013,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,East of England,Norfolk,South West Norfolk,Private,4.00,0,Cambian Childcare Limited,Full inspection,20/04/2021,10/05/2021,10186307,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC459354,,Children's home,21/10/2013,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,London,London,Greenwich,Erith and Thamesmead,Private,3.00,0,Jamores Limited,Full inspection,25/10/2021,02/12/2021,10186935,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC459857,,Children's home,26/04/2013,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,London,London,Ealing,Ealing Central and Acton,Voluntary,8.00,0,St Christopher's Fellowship,Full inspection,15/03/2022,29/04/2022,10187016,Requires improvement to be good,,,Requires improvement to be good,Requires improvement to be good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC460063,,Children's home,11/03/2013,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,"North East, Yorkshire and the Humber",Yorkshire and The Humber,East Riding of Yorkshire,Brigg and Goole,Private,5.00,0,Cambian Childcare Limited,Full inspection,03/08/2021,06/09/2021,10186329,Requires improvement to be good,,,Requires improvement to be good,Inadequate,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC460593,,Children's home,06/06/2013,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,"North East, Yorkshire and the Humber",Yorkshire and The Humber,Kirklees,Colne Valley,Private,4.00,0,Meadows Care Limited,Full inspection,24/08/2021,24/09/2021,10185546,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC460671,,Children's home,09/04/2013,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,South East,Kent,Dover,Private,2.00,0,Moonreach Limited,Full inspection,05/10/2021,26/11/2021,10186443,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC460761,,Children's home,21/05/2013,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,North West,St Helens,St Helens North,Private,1.00,0,Crossway Services Limited,Full inspection,05/05/2021,07/06/2021,10185271,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC460800,,Children's home,22/05/2013,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,North West,Cheshire East,Crewe and Nantwich,Private,4.00,0,Crystal Care Solutions Limited,Full inspection,14/09/2021,29/10/2021,10186927,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC460973,,Children's home,24/04/2013,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,West Midlands,Shropshire,Ludlow,Private,3.00,0,Reflexion Care Group Limited,Full inspection,15/12/2021,02/02/2022,10187564,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC461275,,Children's home,19/04/2013,Resigned,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,West Midlands,Staffordshire,South Staffordshire,Private,2.00,0,Hillcrest Children's Services (2) Limited,Full inspection,03/08/2021,21/09/2021,10187281,Requires improvement to be good,,,Requires improvement to be good,Requires improvement to be good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC461450,,Children's home,17/05/2013,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,"North East, Yorkshire and the Humber",Yorkshire and The Humber,Kirklees,Huddersfield,Private,3.00,0,Harmony Childrens Services ,Full inspection,01/02/2022,16/03/2022,10187244,Good,,,Good,Requires improvement to be good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC461781,,Children's home,21/05/2013,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,South East,Hampshire,New Forest East,Private,4.00,0,New Forest Care,Monitoring inspection,22/02/2022,08/04/2022,10220235,,,,,,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC461781,,Children's home,21/05/2013,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,South East,Hampshire,New Forest East,Private,4.00,0,New Forest Care,Monitoring inspection,19/05/2021,15/07/2021,10195749,,,,,,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC461781,,Children's home,21/05/2013,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,South East,Hampshire,New Forest East,Private,4.00,0,New Forest Care,Full inspection,27/07/2021,13/09/2021,10187503,Requires improvement to be good,,,Requires improvement to be good,Requires improvement to be good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC461781,,Children's home,21/05/2013,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,South East,Hampshire,New Forest East,Private,4.00,0,New Forest Care,Interim inspection,10/01/2022,21/02/2022,10212858,Declined effectiveness,,,,,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC461846,,Children's home,25/04/2013,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,East of England,Essex,Harwich and North Essex,Private,6.00,0,Pathways Care Group,Full inspection,15/02/2022,17/03/2022,10186815,Inadequate,,,Inadequate,Inadequate,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC461865,,Children's home,08/11/2013,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,London,London,Redbridge,Ilford South,Private,5.00,0,Heartwood RSW Ltd,Full inspection,07/09/2021,12/10/2021,10187606,Good,,,Good,Requires improvement to be good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC461938,,Children's home,21/05/2013,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,North West,Wirral,Birkenhead,Private,2.00,0,Crystal Care Solutions Limited,Full inspection,20/12/2021,01/02/2022,10185547,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC462450,,Children's home,04/07/2013,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,East of England,Thurrock,Thurrock,Private,4.00,0,Satash Community Care Project Limited,Full inspection,21/07/2021,13/08/2021,10186905,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC462583,,Children's home,29/04/2013,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,East of England,Norfolk,Norwich North,Local Authority,4.00,Short-break-only children's home,Norfolk County Council,Full inspection,20/07/2021,20/08/2021,10185189,Good,,,Outstanding,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC462591,,Children's home,17/04/2013,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,"North East, Yorkshire and the Humber",Yorkshire and The Humber,Calderdale,Halifax,Private,3.00,0,G B A Care Ltd,Interim inspection,25/01/2022,16/02/2022,10212735,Improved effectiveness,,,,,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC462591,,Children's home,17/04/2013,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,"North East, Yorkshire and the Humber",Yorkshire and The Humber,Calderdale,Halifax,Private,3.00,0,G B A Care Ltd,Full inspection,19/10/2021,22/11/2021,10185616,Requires improvement to be good,,,Requires improvement to be good,Requires improvement to be good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC462593,,Children's home,17/04/2013,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,"North East, Yorkshire and the Humber",Yorkshire and The Humber,Calderdale,Calder Valley,Private,4.00,0,G B A Care Ltd,Full inspection,26/04/2021,08/06/2021,10185244,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC462631,,Children's home,11/09/2013,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,London,London,Croydon,Croydon North,Private,3.00,0,,Full inspection,22/02/2022,07/04/2022,10187265,Good,,,Good,Requires improvement to be good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC462729,,Children's home,22/05/2013,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,East of England,Essex,Harlow,Private,5.00,0,SureCare Residential Ltd,Full inspection,19/10/2021,23/11/2021,10186941,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC462951,,Children's home,28/06/2013,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,East of England,Essex,Harlow,Private,3.00,0,ERA Care Limited,Full inspection,15/02/2022,28/03/2022,10187214,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC463188,,Children's home,20/06/2013,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,North West,Cheshire East,Crewe and Nantwich,Private,4.00,0,Prestige Adolescent Care And Education Limited,Full inspection,26/01/2022,03/03/2022,10187425,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC463431,,Children's home,31/05/2013,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South West,South West,Devon,Torridge and West Devon,Private,2.00,0,Phoenix Learning & Care Holdings Limited,Full inspection,25/05/2021,29/06/2021,10185496,Outstanding,,,Outstanding,Outstanding,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC463639,,Children's home,19/07/2013,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,West Midlands,Birmingham,Sutton Coldfield,Private,5.00,0,ASTON CHILDREN'S CARE LTD,Full inspection,25/05/2021,28/06/2021,10186615,Good,,,Good,Requires improvement to be good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC463852,,Children's home,24/06/2013,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,West Midlands,Staffordshire,Cannock Chase,Private,4.00,0,Horizon Care and Education Group Limited,Full inspection,01/11/2021,16/12/2021,10186263,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC463902,,Children's home,26/06/2013,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,East of England,Norfolk,Broadland,Local Authority,4.00,0,Norfolk County Council,Full inspection,20/04/2021,17/05/2021,10186272,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC463926,,Children's home,23/05/2013,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,North West,Lancashire,Morecambe and Lunesdale,Private,4.00,0,Bay View Child Care,Full inspection,27/10/2021,07/12/2021,10185844,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC463937,,Independent Fostering Agency,21/08/2013,Active,Channels and Choices Therapeutic Fostering,Kearsney Manor,Alkham Road Kearsney,Dover,,CT16 3EQ,South East,South East,Kent,Dover,Private,,0,Channels and Choices Therapeutic Fostering Limited,Full inspection,15/11/2021,28/01/2022,10183415,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC464759,,Children's home,11/04/2014,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East Midlands,East Midlands,Derbyshire,Amber Valley,Private,4.00,0,Blue Mountain Homes Ltd,Full inspection,29/04/2021,09/06/2021,10186057,Requires improvement to be good,,,Requires improvement to be good,Requires improvement to be good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC464762,,Children's home,28/08/2013,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,West Midlands,Walsall,Walsall South,Local Authority,6.00,Short-break-only children's home,Walsall Metropolitan Borough Council,Full inspection,08/02/2022,24/03/2022,10186954,Good,,,Good,Requires improvement to be good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC464809,,Children's home,25/06/2013,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,North West,Lancashire,Wyre and Preston North,Private,5.00,0,ROC Northwest Limited ,Full inspection,01/03/2022,12/04/2022,10185153,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC464958,,Children's home,07/08/2013,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,West Midlands,Shropshire,Ludlow,Private,6.00,0,Cambian Childcare Limited,Full inspection,06/05/2021,02/06/2021,10185327,Good,,,Requires improvement to be good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC465120,,Children's home,27/03/2014,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South West,South West,Devon,Tiverton and Honiton,Private,3.00,0,What's Out There Limited,Full inspection,18/05/2021,25/06/2021,10185371,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC465257,,Children's home,29/07/2013,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East Midlands,East Midlands,West Northamptonshire,Northampton North,Health Authority,12.00,Short-break-only children's home,Northamptonshire Healthcare NHS Foundation Trust,Full inspection,29/06/2021,30/07/2021,10186345,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC465287,,Children's home,22/07/2013,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East Midlands,East Midlands,North Northamptonshire,Wellingborough,Health Authority,6.00,Short-break-only children's home,Northamptonshire Healthcare NHS Foundation Trust,Full inspection,23/11/2021,11/01/2022,10187374,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC465475,,Children's home,26/07/2013,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,"North East, Yorkshire and the Humber",North East,Newcastle upon Tyne,Newcastle upon Tyne Central,Private,6.00,0,Right-Trak Limited,Full inspection,11/05/2021,30/06/2021,10185015,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC465579,,Children's home,16/08/2013,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,South East,Kent,South Thanet,Private,3.00,0,Benecare Limited,Full inspection,08/12/2021,01/02/2022,10186314,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC465588,,Children's home,03/07/2013,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,South East,Milton Keynes,Milton Keynes South,Private,4.00,0,White Orchid Care Limited,Full inspection,07/02/2022,11/03/2022,10187522,Outstanding,,,Outstanding,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC465634,,Children's home,13/05/2014,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,North West,Cumbria,Carlisle,Private,2.00,0,Active Ark Limited,Full inspection,23/02/2022,29/04/2022,10185031,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC465940,,Children's home,20/08/2013,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South West,South West,Somerset,Somerton and Frome,Private,7.00,0,Aspris Children's Services Limited,Full inspection,07/07/2021,06/08/2021,10185212,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC466264,118140,Residential Special School,23/05/2013,Active,Oakfield,Oakfield,Hopewell Road  ,Hull,,HU9 4HD,"North East, Yorkshire and the Humber",Yorkshire and The Humber,Kingston upon Hull,Kingston upon Hull East,Local Authority,34.00,0,Hull City Council,Full inspection,01/03/2022,27/04/2022,10183518,Good,,,Good,Requires improvement to be good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC466284,,Children's home,05/12/2013,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East Midlands,East Midlands,Nottinghamshire,Newark,Voluntary,7.00,0,The Caldecott Foundation Limited,Full inspection,04/10/2021,09/11/2021,10187326,Outstanding,,,Outstanding,Outstanding,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC466378,,Children's home,29/10/2013,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,London,London,Havering,Dagenham and Rainham,Private,5.00,0,Children Assisted in a Real Environment (care) Ltd,Full inspection,05/05/2021,02/06/2021,10186829,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC466786,,Children's home,02/09/2013,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,East of England,Peterborough,North West Cambridgeshire,Private,4.00,0,The Beeches UK Limited,Full inspection,02/06/2021,28/06/2021,10187276,Good,,,Good,Requires improvement to be good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC466934,,Independent Fostering Agency,12/09/2013,Active,Children Always First Limited,Office 1,Ladybird Barn Old Burcot Lane,Bromsgrove,Worcestershire,B60 1PH,West Midlands,West Midlands,Worcestershire,Bromsgrove,Private,,0,Children Always First Limited,Full inspection,29/11/2021,04/02/2022,10183440,Good,,,Good,Requires improvement to be good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC467115,,Children's home,27/08/2013,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South West,South West,Somerset,Taunton Deane,Private,2.00,0,Plus One South West Ltd,Full inspection,05/05/2021,09/06/2021,10187065,Requires improvement to be good,,,Requires improvement to be good,Requires improvement to be good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC467155,,Children's home,07/01/2014,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,South East,Hampshire,North West Hampshire,Private,4.00,0,Aspris Children's Services Limited,Full inspection,29/06/2021,20/08/2021,10187212,Good,,,Good,Requires improvement to be good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC467264,,Children's home,28/08/2013,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,West Midlands,Birmingham,"Birmingham, Perry Barr",Private,4.00,0,N H Care Limited,Full inspection,07/07/2021,15/09/2021,10185949,Inadequate,,,Inadequate,Inadequate,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC467264,,Children's home,28/08/2013,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,West Midlands,Birmingham,"Birmingham, Perry Barr",Private,4.00,0,N H Care Limited,Monitoring inspection,14/12/2021,26/01/2022,10209068,,,,,,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC467264,,Children's home,28/08/2013,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,West Midlands,Birmingham,"Birmingham, Perry Barr",Private,4.00,0,N H Care Limited,Monitoring inspection,28/09/2021,29/10/2021,10205481,,,,,,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC467264,,Children's home,28/08/2013,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,West Midlands,Birmingham,"Birmingham, Perry Barr",Private,4.00,0,N H Care Limited,Monitoring inspection,03/11/2021,14/12/2021,10209060,,,,,,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC467264,,Children's home,28/08/2013,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,West Midlands,Birmingham,"Birmingham, Perry Barr",Private,4.00,0,N H Care Limited,Monitoring inspection,19/08/2021,07/10/2021,10201936,,,,,,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC467268,,Children's home,29/09/2013,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,North West,Blackburn with Darwen,Rossendale and Darwen,Private,5.00,0,The Partnership Of Care Today,Full inspection,25/01/2022,09/03/2022,10186289,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC467704,,Children's home,09/08/2013,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South West,South West,Devon,East Devon,Private,2.00,0,Cambian Childcare Limited,Full inspection,30/11/2021,10/01/2022,10186886,Outstanding,,,Outstanding,Outstanding,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC467796,,Children's home,18/10/2013,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,North West,Bolton,Bolton North East,Voluntary,3.00,0,Birtenshaw,Full inspection,16/11/2021,04/01/2022,10186186,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC467796,,Children's home,18/10/2013,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,North West,Bolton,Bolton North East,Voluntary,3.00,0,Birtenshaw,Monitoring inspection,04/05/2021,01/06/2021,10194652,,,,,,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC467847,,Children's home,02/08/2013,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,London,London,Redbridge,Ilford South,Private,5.00,0,Oak House Childrens Home Ltd,Full inspection,12/10/2021,18/11/2021,10186551,Good,,,Good,Requires improvement to be good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC468747,,Children's home,12/08/2013,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South West,South West,Devon,Tiverton and Honiton,Private,2.00,0,Idem Living Ltd,Interim inspection,09/02/2022,04/04/2022,10215857,Sustained effectiveness,,,,,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC468747,,Children's home,12/08/2013,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South West,South West,Devon,Tiverton and Honiton,Private,2.00,0,Idem Living Ltd,Full inspection,27/04/2021,04/06/2021,10185990,Requires improvement to be good,,,Requires improvement to be good,Requires improvement to be good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC468929,,Children's home,09/10/2013,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,"North East, Yorkshire and the Humber",North East,Northumberland,Blyth Valley,Local Authority,4.00,0,Northumberland County Council,Full inspection,11/05/2021,03/06/2021,10185505,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC469113,138405,Boarding School,19/07/2013,Active,Earlscliffe (Sussex Summer Schools Ltd),29 Shorncliffe Road, ,Folkestone,Kent,CT20 2NB,South East,South East,Kent,Folkestone and Hythe,Private,117.00,0,Sussex Summer Schools Ltd,Full inspection,05/10/2021,29/11/2021,10183308,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC469396,,Children's home,23/12/2013,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,South East,Kent,South Thanet,Private,4.00,0,Acorn Homes (UK) Ltd,Full inspection,01/02/2022,25/03/2022,10187364,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC469686,,Children's home,27/11/2013,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,West Midlands,Staffordshire,Staffordshire Moorlands,Private,3.00,0,Oracle Care Limited,Full inspection,09/03/2022,21/04/2022,10187046,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC469761,,Children's home,20/10/2013,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,West Midlands,Telford and Wrekin,Telford,Private,3.00,0,Unity Residential Care Services Limited,Full inspection,13/07/2021,01/09/2021,10187481,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC470224,,Children's home,11/11/2013,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,North West,Lancashire,Rossendale and Darwen,Private,10.00,0,Halliwell Homes Limited,Full inspection,28/07/2021,06/09/2021,10187375,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC470284,,Children's home,15/10/2013,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,West Midlands,Sandwell,Warley,Private,3.00,0,Motivations Activity Projects Ltd,Full inspection,03/02/2022,18/03/2022,10185038,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC470290,,Children's home,23/01/2014,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South West,South West,Somerset,Bridgwater and West Somerset,Private,3.00,0,Headway Adolescent Resources Limited,Full inspection,18/08/2021,23/09/2021,10186190,Requires improvement to be good,,,Requires improvement to be good,Requires improvement to be good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC470413,,Children's home,07/10/2013,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,West Midlands,Staffordshire,Staffordshire Moorlands,Private,2.00,0,Unity Residential Care Services Limited,Full inspection,21/09/2021,03/11/2021,10186291,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC470457,,Children's home,06/12/2013,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,West Midlands,Birmingham,"Birmingham, Erdington",Private,3.00,0,Care And Management Services Limited,Full inspection,15/06/2021,23/07/2021,10185041,Inadequate,,,Inadequate,Inadequate,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC470457,,Children's home,06/12/2013,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,West Midlands,Birmingham,"Birmingham, Erdington",Private,3.00,0,Care And Management Services Limited,Full inspection,14/09/2021,15/10/2021,10204752,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
